Well_ID,AI_mean,AI_std,AI_min,AI_max,AI_p10,AI_p50,AI_p90,SI_mean,SI_std,SI_min,SI_max,SI_p10,SI_p50,SI_p90,Vp_mean,Vp_std,Vp_min,Vp_max,Vp_p10,Vp_p50,Vp_p90,Vs_mean,Vs_std,Vs_min,Vs_max,Vs_p10,Vs_p50,Vs_p90,rho_b_mean,rho_b_std,rho_b_min,rho_b_max,rho_b_p10,rho_b_p50,rho_b_p90,rho_f_mean,rho_f_std,rho_f_min,rho_f_max,rho_f_p10,rho_f_p50,rho_f_p90,rho_m_mean,rho_m_std,rho_m_min,rho_m_max,rho_m_p10,rho_m_p50,rho_m_p90,K0_mean,K0_std,K0_min,K0_max,K0_p10,K0_p50,K0_p90,Kdry_mean,Kdry_std,Kdry_min,Kdry_max,Kdry_p10,Kdry_p50,Kdry_p90,Kf_mean,Kf_std,Kf_min,Kf_max,Kf_p10,Kf_p50,Kf_p90,Ksat_mean,Ksat_std,Ksat_min,Ksat_max,Ksat_p10,Ksat_p50,Ksat_p90,G0_mean,G0_std,G0_min,G0_max,G0_p10,G0_p50,G0_p90,Gdry_mean,Gdry_std,Gdry_min,Gdry_max,Gdry_p10,Gdry_p50,Gdry_p90,Gsat_mean,Gsat_std,Gsat_min,Gsat_max,Gsat_p10,Gsat_p50,Gsat_p90,facies_mean,facies_std,facies_min,facies_max,facies_p10,facies_p50,facies_p90,phi_mean,phi_std,phi_min,phi_max,phi_p10,phi_p50,phi_p90,perm_mean,perm_std,perm_min,perm_max,perm_p10,perm_p50,perm_p90,GR_mean,GR_std,GR_min,GR_max,GR_p10,GR_p50,GR_p90,X,Y,perm_cv,phi_cv,RQI,perm_range_ratio,sand_proportion
72,5226794.023809524,1007945.1496992474,4223843.5,7197904.5,4299170.5,4400839.0,6465675.5,2418872.380952381,435281.3360896439,1968319.875,3119433.0,2014363.1875,2089657.125,3093471.25,2266.4908389523807,341.1953725563806,1929.641479,2857.923584,1951.317261,1979.070679,2681.577393,1058.2086007333335,156.25329482568355,899.2169189,1294.768066,914.4472046,939.7252197,1291.83252,2.288516986952381,0.08600080823911294,2.188926697,2.414201498,2.203214407,2.223689556,2.407917023,0.9544477151904761,0.05252285228621179,0.901575804,1.073519588,0.903184116,0.916422606,1.009328723,2.6441462778095235,0.0038927068497303613,2.639363289,2.647843838,2.639937639,2.647648811,2.647806048,35.217827297619046,3.010940608586265,26.43447685,37.65903854,32.95762253,37.60963821,37.65489578,2.8612274101428574,1.581533518521003,1.406197786,6.098106861,1.459306955,1.541963577,4.764708519,1.5895182405238095,0.30904377927580173,1.317641258,2.511233807,1.323525548,1.374032736,1.876606703,8.66468954004762,3.125330889713868,5.790575504,16.19518661,5.932568073,6.096116543,11.95716667,32.93128245047619,10.213743134649945,13.0980444,42.30702972,22.54193687,42.00883484,42.2504425,2.660525895357143,0.9036650381269864,1.769946456,4.047225952,1.842357993,1.963703632,4.018407345,2.7108422972142856,0.889646784511658,1.769946456,4.047225952,1.842357993,2.581399918,4.007626176,2.8095238095238093,0.9283882603225662,2.0,5.0,2.0,3.0,4.0,0.20490023004761906,0.0541078489726436,0.081892458,0.264969483,0.138478009,0.243272642,0.256379036,610.1094947919048,356.60752988719895,30.41002333,1100.436137,155.4820681,841.6600077,992.0599451,42.76357676595238,20.248088935385347,17.25914294,87.72498713,21.7607501,37.19875609,62.91060562,23,94,0.5844975908936315,0.2640692446273431,1.713414022945629,6.3805424692537756,0.623946
73,4534311.244047619,901950.8447676471,3879534.75,6794927.5,3893431.25,4227273.0,6018473.166666667,2086390.0148809524,432657.82136192237,1787905.5,3335389.25,1794110.0,1982891.625,2144237.75,1996.494181357143,269.58374437647944,1825.467041,2785.678955,1828.043091,1929.214233,2003.834351,930.9277561595237,122.16018563146766,841.2289429,1366.776245,843.4677124,904.9386597,958.0005493,2.205294115190476,0.08756320718725101,2.125228643,2.440333128,2.127064228,2.191189051,2.238242626,0.915960255095238,0.02157755252779801,0.902077913,0.982690513,0.907402217,0.908479929,0.913897276,2.647168392095238,0.001992831260754517,2.641159296,2.647968531,2.647749662,2.64778161,2.647865057,37.269426618333334,1.110605058121558,33.91643524,37.63347626,37.57804871,37.6241188,37.63262177,1.8242197463333334,1.1792625061776005,1.199757457,5.110908031,1.205915451,1.418616056,3.34320575,1.378255827047619,0.10234071047089453,1.319472551,1.69848156,1.339210391,1.343277693,1.364102721,6.346636636095238,2.1985731063882015,5.075111866,12.85311127,5.1006350515,5.762787819,6.259843826,40.650283995,5.015936992053518,25.53660011,42.50024796,42.16265869,42.21141434,42.33956909,2.023317768404762,0.8631376871714028,1.504037976,4.558730602,1.513273835,1.794395447,2.054180861,2.0233312277380953,0.8631310534414879,1.504037976,4.558730602,1.5170737505,1.794395447,2.054180861,2.0952380952380953,0.30079260375911926,2.0,3.0,2.0,2.0,2.0,0.25469036857142857,0.049871545209424224,0.120740192,0.300293767,0.234680219,0.262790603,0.299205149,1078.5066674676189,449.8821112987965,98.24175492,1637.938552,752.3063236,1072.185618,1618.084672,29.066071270714286,8.757794032849068,16.79262713,51.59047349,20.07219178,27.66799882,38.46696669,57,142,0.4171342884278495,0.19581245058129326,2.0433125586539185,2.150832206362658,0.6236057
74,5283126.666666667,1871978.9220759536,3834453.0,8442587.0,3890114.5,4329803.0,8425695.0,2305307.654761905,685534.9193056902,1741197.0,3493438.25,1791122.625,2016080.875,3490646.5,2227.251958904762,578.7480151898737,1799.29126,3237.303955,1830.066162,1955.577271,3232.098633,996.1219234880953,198.60885868261042,833.6898804,1339.556396,843.3425293,915.192627,1339.247192,2.2787267707142855,0.1907698409746472,2.106488943,2.607906818,2.125668764,2.202008247,2.606880665,0.9555327608571428,0.06977736483959954,0.907034278,1.077363133,0.910029948,0.922192812,1.076929808,2.6536329247142856,0.010709405244676893,2.647674561,2.672804117,2.647681475,2.647793293,2.672183037,35.423857461428575,4.03094223791919,28.38116074,37.65247345,28.38471031,37.62244797,37.64905548,3.0952311129523813,3.1777489495812996,1.140278578,8.645792007,1.196064353,1.455251098,8.639147758,1.659717276,0.5149004973854028,1.337827444,2.563134193,1.349170923,1.39727366,2.557176352,9.70107750652381,6.7134994808925486,4.900648594,21.09167862,5.106862068,5.998436928,21.00443268,35.41055098023809,12.495258965422703,13.59200191,42.57049942,13.60051727,42.12447357,42.45408249,2.426984894809524,1.2948784002374973,1.470029831,4.679657459,1.509228587,1.845852375,4.674838543,2.3572480735238095,1.2059643936497826,1.439251304,4.677361488,1.509228587,1.845852375,4.67261982,2.9523809523809526,1.7457431218879387,2.0,6.0,2.0,2.0,6.0,0.22792923157142855,0.08871885330178139,0.04120637,0.311046062,0.041404253,0.256850718,0.3007955,936.0280205089524,598.3286727514661,3.601820737,1832.435397,3.854728482,997.8040884,1645.748446,40.96523560642857,28.397595927508657,16.86821575,95.82261058,20.8466564,27.96728585,92.59997498,80,61,0.6392208989920335,0.38923859256717863,2.012213506571402,426.9426567246723,0.6239119
75,3968602.154761905,189879.34980890655,3779361.5,4282267.5,3780017.25,3929526.75,4232905.5,1796226.255952381,122209.87642806467,1678758.375,2015072.875,1678979.5,1764720.125,1970607.5,1856.7931257142857,54.90413161179207,1801.411133,1945.088989,1801.664551,1846.450317,1932.490356,840.152457102381,41.626722977029445,800.0464478,915.2852783,800.2420044,829.2265625,899.6610107,2.1363120135714286,0.038770525195819354,2.098000526,2.201579094,2.098069429,2.128151894,2.190388918,0.9274519285714286,0.0066948835813447965,0.909153402,0.932209373,0.917394459,0.930867195,0.9319506289999999,2.6474155642380954,0.00011876913168225028,2.647330523,2.647725344,2.647333622,2.647356272,2.647602797,37.71811058428572,0.030084554204374125,37.6396637,37.73960876,37.67065811,37.73311615,37.73881531,1.2243645474285714,0.13120009510668418,1.098355651,1.457226157,1.098384619,1.190499663,1.411019921,1.4197825362857142,0.027521275942384963,1.345831871,1.439541578,1.377892852,1.433730006,1.438827991,5.360321135785714,0.3351871917637176,5.016275406,5.870234966,5.01881361,5.304538727,5.81621027,41.659107389285715,0.1780358835884679,41.53258133,42.12522507,41.53721237,41.57052612,41.93940353,1.5138492895714286,0.17990765585829266,1.343084693,1.84436667,1.343577027,1.463352799,1.772878766,1.5122054757857144,0.1768625710450316,1.343084693,1.809799552,1.343577027,1.463352799,1.772878766,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.2972758565714286,0.023408923773887376,0.256616567,0.32,0.264253675,0.302692644,0.32,1620.337904047619,382.99092938533107,1040.215182,2007.843137,1091.097275,1679.198667,2007.843137,26.96903888,5.37953177151148,17.31541323,39.27224646,19.97354863,26.79704479,32.67054511,45,187,0.23636485231174076,0.07874478621933681,2.3182091956133433,1.8402054346252439,0.62352693
76,4826080.488095238,1004525.0549902974,3969826.25,6683470.0,4072295.5,4315451.5,6564104.5,2250237.836309524,477798.9552486352,1857397.0,3240057.75,1903478.25,2019480.0625,3117203.25,2132.856794095238,338.9309976756139,1851.424438,2764.395264,1883.301758,1957.238892,2717.561768,994.7352237119048,162.30720169809794,866.2420044,1340.142212,880.2956543,916.0105591,1290.532837,2.247879493857143,0.09889760497146811,2.14420104,2.417696953,2.162317038,2.205144882,2.41543889,0.943464650904762,0.04847160337054829,0.901694059,1.029221296,0.908340693,0.917071342,1.018856525,2.6457637150238096,0.0034255694782880717,2.63947463,2.648070574,2.639911413,2.647712231,2.647966862,36.37586575452381,2.096299713693114,32.19367599,37.64696503,33.01038361,37.60341263,37.6461525,2.2470940805238095,1.4071221364532998,1.263429761,4.895963192,1.318276644,1.463270068,4.765582085,1.5260870854761905,0.2659415277519089,1.3180722,2.036062241,1.342750788,1.376606941,1.884281516,7.6882586367380945,2.9030193236988233,5.204559326,12.68623447,5.4351964,5.989969969000001,12.47455502,36.725669361904764,8.982801643205114,21.80945969,42.65948105,22.743086814999998,42.10525513,42.49733353,2.3129471880000003,0.9366076410075725,1.608955383,4.34213829,1.675623655,1.850661635,4.022853374,2.3128046449285713,0.9366856085006392,1.608955383,4.34213829,1.675623655,1.850661635,4.022853374,2.380952380952381,0.6690433824641326,2.0,4.0,2.0,2.0,3.0,0.23209528488095238,0.05477494290576626,0.136978959,0.288522887,0.137711777,0.255653004,0.279169099,846.6214038333334,441.35813785395817,144.0623406,1440.955017,146.4169066,983.2643897,1297.786853,36.666449754999995,12.062318125841774,25.29638898,58.77703422,25.29638898,30.64247418,56.72879796,68,108,0.5213170088254044,0.23600196330512158,1.8964487519400886,8.863640642824231,0.6235566
77,5365965.30952381,1148062.7290593872,4753631.0,8625341.0,4762346.5,4840538.5,7269048.0,2521793.404761905,292727.4643537297,2314713.25,3528348.25,2317143.75,2416931.75,2874835.0,2324.8224633333334,337.1553862444252,2144.049805,3297.268799,2145.848877,2165.357178,2875.039063,1098.9737229285715,68.96773606885277,1038.490234,1348.806152,1039.856445,1089.060303,1139.091553,2.289735811119048,0.13102531116020025,2.216041803,2.61590457,2.217106581,2.230462551,2.528330088,0.9613608590238096,0.05913471408954779,0.919163048,1.077647328,0.920179009,0.935228527,1.074539661,2.6469393514523807,0.0016777240810065498,2.644948721,2.650365829,2.645170212,2.6466501950000003,2.649488688,35.217283840238096,4.223444490242,26.44471359,37.78453064,27.296795845,37.2794838,37.76302719,3.2351260866904763,1.8277778589174003,2.334865808,8.670211792,2.337988377,2.397152901,6.1447310445,1.6427528745714288,0.44514859669056095,1.384973288,2.567056894,1.38907373,1.441031218,2.524802208,9.120775960880954,4.513062866080317,6.849378586,22.09465408,6.859615326,7.096351624,16.5403595,32.725183805238096,9.98763655687638,12.93595314,39.75997925,12.98504734,36.48995209,39.67798233,2.7968460379285713,0.5398330186943064,2.405469179,4.759057999,2.411211491,2.632184744,3.268828392,2.790720814857143,0.5371009712184686,2.405469179,4.759057999,2.411211491,2.632184744,3.268828392,1.8095238095238095,1.7210185245675775,1.0,6.0,1.0,1.0,5.0,0.20974043930952382,0.07239207930377171,0.031315871,0.250570783,0.077195043,0.242783348,0.24995438350000002,690.1229491946191,339.14819077213457,1.690761227,923.2410017,25.45227791,838.9892133,919.499808,42.80122437047619,24.57780959508372,17.60492031,98.06491769,24.36946357,31.48835856,83.15836436,173,153,0.49143155023017876,0.34515079467788906,1.8011579370357764,36.126423541537406,0.6234305
78,7129972.595238095,1008231.9029027947,5542284.0,8560229.0,5715426.0,7297059.0,8544537.0,3126302.0535714286,432295.50532321894,2419576.5,3613900.0,2480389.75,3203471.875,3540873.0,2870.4612862380955,286.2189192664458,2384.935791,3275.56665,2439.014648,2884.04248,3270.499268,1257.7181017619048,172.4667448219,1041.183472,1517.865356,1058.487549,1141.710083,1499.014282,2.476379519309524,0.11455981242304226,2.323871374,2.613358259,2.34333396,2.5295883415000002,2.612945795,1.0461584046428571,0.03961327192919914,0.982077122,1.078682065,0.986653686,1.077214479,1.078530908,2.651548408285714,0.010635882386317496,2.639356613,2.669993877,2.639467001,2.649131536,2.668991089,30.664384479285715,4.226529323246189,26.44013405,37.20344543,26.44255257,28.30587006,37.16100311,5.928884222309524,1.8684729710772514,3.246948719,8.672489166,3.362847567,6.153024673,8.665149689,2.2603549618095236,0.37825086646017,1.694777489,2.58144331,1.722810507,2.561087132,2.579331398,15.545510814428573,4.532179286301886,9.859027863,21.73799896,10.433980465,16.684021,21.65014076,20.03906284,8.652945479002698,12.95029163,34.15126038,12.97338963,13.64933014,34.01603317,3.8788521233095232,1.0273763424775504,2.519222736,5.485413551,2.625461578,3.302842379,5.30781889,3.993212410452381,1.0537707284687203,2.519222736,5.485413551,2.625461578,3.302842379,5.30781889,4.666666666666667,1.1105554165971787,3.0,6.0,3.0,5.0,6.0,0.10926631257142856,0.06266409334933021,0.034761201,0.194545263,0.035492158,0.076266917,0.183598946,140.1001982682857,151.85896946510175,2.312981098,384.5949899,2.462109367,24.54170767,324.9141052,74.97512021142857,25.45806869988163,31.57551331,102.475082,37.65614424,87.96255239,99.03879565,103,71,1.0839311531472533,0.5734987470027967,1.124361275372052,131.96569477748355,0.62413484
79,5942077.583333333,1164493.0567801765,4136735.75,7422908.5,4205220.5,6358048.5,7354169.0,2609286.404761905,455276.2864499988,1900355.375,3337773.0,1949201.375,2871266.25,3031080.25,2506.2685896666667,376.3420763281567,1907.211792,2919.474854,1926.322876,2666.89502,2899.601318,1097.3237682000001,151.1187783058189,876.1449585,1397.977173,892.8880615,1136.968018,1271.96582,2.3676126967857143,0.1313429208814154,2.168996572,2.542549133,2.18302989,2.382988691,2.53626895,1.015233351904762,0.05729831867173003,0.91440022,1.075030088,0.922968328,1.024536729,1.073746204,2.6444107522142857,0.004388810979740711,2.639203072,2.649677038,2.639228344,2.647675276,2.6490756275000003,32.13359723690476,4.246005407208053,26.43729591,37.65232849,26.43976021,32.07285309,37.63161469,3.9423731792619043,1.7729701824010233,1.326142311,6.237410545,1.378007412,4.520695686,6.197197437,2.0242358219761902,0.4177159179129438,1.36606884,2.531378031,1.400457382,2.027332544,2.51423502,11.492716424190476,4.132441500789653,5.669648647,17.06092262,5.780053616,11.87312698,16.90740967,24.887459120238095,10.994707321522315,12.97450066,42.4030571,13.00774574,22.483236315,42.17378998,2.9271044505714285,0.8777977152928891,1.66498673,4.666130543,1.740418673,3.264537573,3.855430126,2.9280693305238095,0.8776785666315372,1.66498673,4.666130543,1.7432052693333333,3.264537573,3.855430126,3.619047619047619,1.2031704150364773,2.0,5.0,2.0,4.0,5.0,0.16760380664285715,0.07379641189687403,0.067031208,0.278270487,0.071393376,0.158785212,0.269440081,427.9245321080952,444.076607757736,16.6398573,1284.597005,20.11665208,227.1943594,1160.062112,60.123670444047626,23.34729028750701,18.43645729,94.38315693,25.261792,60.13702297,88.20426959,138,164,1.0377451499919166,0.4403027196997082,1.5866140698746085,57.666755368632124,0.6230518
80,7131737.261904762,967102.6814428316,5704535.5,8569554.0,5862361.5,7248575.5,8537185.0,3070601.244047619,402800.77516936057,2429552.25,3634420.5,2479255.5,2999656.25,3518846.5,2855.8200742857143,287.7720736101019,2422.989746,3281.253418,2459.421387,2873.008545,3271.984131,1222.430001404762,139.8459207198811,1041.979004,1519.40625,1057.589966,1132.71521,1348.244019,2.476895854714286,0.10764963018318462,2.331671,2.610197783,2.344250202,2.528639317,2.609176636,1.0550204912857144,0.028764323535120557,1.012894273,1.079094291,1.013358712,1.077967048,1.079022527,2.6507884831666666,0.009889329748949405,2.63929224,2.665278435,2.639477253,2.652374506,2.665097475,29.950791949761907,3.5759828762352694,26.45252609,37.13434601,26.4568634,28.13303757,34.18209076,5.861101649928572,1.8844984703995167,3.270962477,8.63973999,3.35720396,6.123895327333333,8.621658325,2.3384719944761905,0.2994347672697631,1.903324246,2.587217808,1.906859875,2.571484804,2.58621192,15.641841843095238,4.3210510421156565,10.31356812,21.78901672,10.68374538,16.50398827,21.61235428,18.35309396595238,6.797760275813555,12.74355888,33.93157578,12.76030636,13.698349,26.13594055,3.7678227084523805,0.9190657876314852,2.531542301,5.522161484,2.622035503,3.24983716,4.747395992,3.685707262571429,0.8353508903633715,2.531542301,5.130694389,2.622035503,3.24983716,4.743809223,4.571428571428571,1.1212238211627763,3.0,6.0,3.0,5.0,6.0,0.10608875333333334,0.05816572821268196,0.034610767,0.191541505,0.035214384,0.079368182,0.184254811,137.19931909204763,150.29649861396217,2.123903722,401.2217566,2.404705341,27.67237199,356.1389851,77.03292638,22.674596222874392,40.08514725,101.4178962,40.64822874,90.95869724,100.4011447,120,97,1.0954609659041208,0.5482742174368275,1.129200217411823,148.1008217210835,0.6241455
81,6383308.404761905,1230950.833246554,4187761.25,8590653.0,4224572.0,6922548.5,7290272.0,2858340.113095238,536771.6866786419,1922061.625,3667847.75,1956851.0,2874981.75,3585777.5,2657.6156703809525,390.3992969754995,1923.081665,3286.605713,1932.599731,2847.81958,2917.383301,1179.739283961905,192.96519169726147,882.6390381,1531.366821,895.1936035,1142.854736,1498.11438,2.394055372190476,0.1341160806347608,2.177630424,2.613837481,2.185952902,2.393527269,2.528279543,1.0311254375714287,0.0539160111669675,0.919715106,1.078034997,0.928297102,1.043885231,1.077745199,2.6470482803333333,0.0026286261660538866,2.642334938,2.651144266,2.644015551,2.647665977,2.650413752,32.86796342904762,5.054119508443441,26.43732071,37.67153168,26.44215775,35.99249268,37.63210297,4.552846514023809,1.9883784606547241,1.35391283,8.657942772,1.3870250585,5.078912258,6.148467541,2.148630306809524,0.4233076382454675,1.387198448,2.572428465,1.422731638,2.172115564,2.56841135,12.723387832333334,4.3827071864831,5.791424751,21.90218353,5.82738781,12.85882092,16.63659859,25.951950800714286,11.553994052556845,12.89243317,42.33664322,12.93327332,29.394257545000002,42.03489304,3.4247032403333333,1.1428887416799671,1.696486592,5.616820335,1.751760483,3.305337906,5.37190485,3.4811746278809528,1.1532294090617519,1.696486592,5.616820335,1.751760483,3.305337906,5.0360507965,3.857142857142857,1.236354087052503,2.0,6.0,2.0,4.0,5.0,0.15487261895238094,0.07537496972257814,0.032852435,0.273696826,0.076613014,0.155411843,0.26802789,367.1535736217619,422.2291203169471,1.952245217,1218.955816,24.87865832,211.4727165,1140.98337,58.17352766690477,31.082647709596458,17.86805706,104.0261977,25.07450149,43.64707167,100.7268204,146,141,1.1500068381519377,0.4866900955923904,1.5288546788035062,45.86193151826157,0.62324667
